pl_name,hostname,sy_pnum,discoverymethod,disc_year,disc_locale,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_orbeccen,st_teff,st_mass,st_rad,sy_dist,sy_gaiamag,ra,dec
Kepler-1258 b,Kepler-1258,1,Transit,2016.0,Space,Kepler,0.984940167,0.01824,0.86,0.07672406,0.566,0.00178,0.0,5839.0,0.99,0.99,717.555,13.7847,285.4049723,49.9948186
Kepler-1259 b,Kepler-1259,1,Transit,2016.0,Space,Kepler,0.663085258,0.0141,1.43,0.12757605,2.63,0.00829,0.0,5053.0,0.8,0.77,805.562,15.333,297.8414628,46.9676288
Kepler-126 b,Kepler-126,3,Transit,2014.0,Space,Kepler,10.495711,0.099,1.52,0.136,4.11726105,0.0129436,0.07,6239.0,1.108,1.358,237.401,10.454,289.3473634,44.2084445
Kepler-126 c,Kepler-126,3,Transit,2014.0,Space,Kepler,21.869741,0.162,1.58,0.141,1.27942148,0.00402415,0.19,6239.0,1.108,1.358,237.401,10.454,289.3473634,44.2084445
Kepler-126 d,Kepler-126,3,Transit,2014.0,Space,Kepler,100.283134,0.448,2.5,0.223,54.59018723,0.17175992,0.02,6239.0,1.108,1.358,237.401,10.454,289.3473634,44.2084445
Kepler-1260 b,Kepler-1260,1,Transit,2016.0,Space,Kepler,19.1187753,0.1444,1.77,0.15790882,3.78,0.0119,0.0,5961.0,1.06,1.08,1734.43,14.8234,295.5912652,42.5552261
Kepler-1261 b,Kepler-1261,1,Transit,2016.0,Space,Kepler,48.4308991,0.239,2.26,0.2016237,5.73,0.018,0.0,5006.0,0.82,0.77,744.294,15.5817,285.2324786,48.8066963
Kepler-1262 b,Kepler-1262,1,Transit,2016.0,Space,Kepler,8.67900242,0.083,1.82,0.16236952,3.97,0.0125,0.0,5771.0,0.99,0.98,1054.87,15.1837,288.7718287,42.2131694
Kepler-1263 b,Kepler-1263,1,Transit,2016.0,Space,Kepler,4.55139967,0.0499,1.14,0.10170399,1.55,0.00489,0.0,5213.0,0.84,0.8,664.83,15.0007,286.483626,46.7526182
Kepler-1264 b,Kepler-1264,1,Transit,2016.0,Space,Kepler,0.968526023,0.01839,1.18,0.10527255,1.76,0.00553,0.0,5791.0,0.99,0.98,801.993,14.4788,289.8844102,45.2115075
Kepler-1265 b,Kepler-1265,1,Transit,2016.0,Space,Kepler,6.49441289,0.0612,1.35,0.12043893,2.39,0.00752,0.0,4630.0,0.71,0.69,583.641,15.5655,284.5858364,47.0795646
Kepler-1266 b,Kepler-1266,2,Transit,2016.0,Space,Kepler,28.474748,0.16431,2.58,0.23017218,7.18,0.0226,0.0,5044.0,0.8,0.76,849.312,15.836,285.8693277,42.7279996
Kepler-1266 c,Kepler-1266,2,Transit,2021.0,Space,Kepler,4.86631012,0.0506,1.68023962,0.1499012,3.46,0.0109,0.0,4996.0,0.791,0.831,849.312,15.836,285.8693277,42.7279996
Kepler-1267 b,Kepler-1267,1,Transit,2016.0,Space,Kepler,13.0313945,0.1057,3.01,0.26853421,9.32,0.0293,0.0,6096.0,1.15,1.2,1379.43,15.8136,299.1695093,43.4410533
Kepler-1268 b,Kepler-1268,1,Transit,2016.0,Space,Kepler,40.9903986,0.2383,2.03,0.18110447,4.78,0.015,0.0,5904.0,1.06,1.09,1840.77,15.2224,287.838419,43.1531776
Kepler-1269 b,Kepler-1269,1,Transit,2016.0,Space,Kepler,37.3331536,0.23611,1.63,0.14541886,3.29,0.0104,0.0,5998.0,1.1,1.15,1097.23,13.5701,287.8055442,45.3405371
Kepler-127 b,Kepler-127,3,Transit,2014.0,Space,Kepler,14.435889,0.125,1.4,0.125,2.54,0.008,0.47,6106.0,1.248,1.359,352.794,11.4381,285.1899439,46.0280596
Kepler-127 c,Kepler-127,3,Transit,2014.0,Space,Kepler,29.393195,0.2,2.66,0.237,7.56,0.0238,0.03,6106.0,1.248,1.359,352.794,11.4381,285.1899439,46.0280596
Kepler-127 d,Kepler-127,3,Transit,2014.0,Space,Kepler,48.630408,0.28,2.64,0.236,7.46,0.0235,0.03,6106.0,1.248,1.359,352.794,11.4381,285.1899439,46.0280596
Kepler-1270 b,Kepler-1270,1,Transit,2016.0,Space,Kepler,6.03356196,0.07045,3.32,0.29619056,11.0,0.0346,0.0,5047.0,1.28,3.38,1095.05,13.2851,286.7156676,48.6452552
Kepler-1271 b,Kepler-1271,1,Transit,2016.0,Space,Kepler,3.0255955,0.04233,1.48,0.13203676,2.79,0.00879,0.0,6143.0,1.13,1.23,831.991,13.8677,286.3442954,37.4119347
Kepler-1272 b,Kepler-1272,1,Transit,2016.0,Space,Kepler,51.1309704,0.2705,2.37,0.21143724,6.21,0.0195,0.0,5926.0,1.06,1.09,1206.37,14.3837,285.2197605,38.8058393
Kepler-1273 b,Kepler-1273,1,Transit,2016.0,Space,Kepler,28.625653,0.1857,2.49,0.22214292,6.76,0.0213,0.0,5566.0,0.94,0.91,1114.24,15.796,285.8032016,44.8733983
Kepler-1274 b,Kepler-1274,1,Transit,2016.0,Space,Kepler,6.98152703,0.08161,1.42,0.12668391,2.6,0.00819,0.0,6179.0,1.45,2.17,614.648,11.6819,284.5936858,46.4497364
Kepler-1275 b,Kepler-1275,1,Transit,2016.0,Space,Kepler,3.65691115,0.0488,1.48,0.13203676,2.79,0.00879,0.0,6296.0,1.23,1.36,1153.98,14.4061,293.5004955,44.9324455
Kepler-1276 b,Kepler-1276,1,Transit,2016.0,Space,Kepler,12.5720095,0.10863,1.19,0.10616469,1.81,0.0057,0.0,6188.0,1.14,1.21,538.481,12.8485,287.8570173,40.5471909
Kepler-1277 b,Kepler-1277,1,Transit,2016.0,Space,Kepler,40.8365012,0.21857,1.6,0.14274244,3.19,0.01,0.0,5578.0,0.94,0.92,557.193,14.0928,295.1025166,40.5723736
Kepler-1278 b,Kepler-1278,1,Transit,2016.0,Space,Kepler,3.23941344,0.04417,1.01,0.09010616,1.01,0.00317,0.0,6074.0,1.11,1.16,889.426,13.6316,282.9569197,42.8255589
Kepler-1279 b,Kepler-1279,1,Transit,2016.0,Space,Kepler,23.4774101,0.1785,1.75,0.15612454,3.71,0.0117,0.0,6221.0,1.21,1.33,1494.22,13.9318,288.0955917,40.365909
Kepler-128 b,Kepler-128,2,Transit,2013.0,Space,Kepler,15.0,0.12545,1.421,0.12677335,3.79,0.01192467,0.0,6072.0,1.184,1.659,396.379,11.2886,282.4922622,43.9802442
Kepler-128 c,Kepler-128,2,Transit,2013.0,Space,Kepler,22.8,0.16517,1.521,0.13569476,3.38,0.01063467,0.037,6072.0,1.184,1.659,396.379,11.2886,282.4922622,43.9802442
Kepler-1280 b,Kepler-1280,1,Transit,2016.0,Space,Kepler,66.5579057,0.33982,1.87,0.16683023,4.16,0.0131,0.0,6227.0,1.2,1.32,1486.7,13.9999,293.5738933,45.3844919
Kepler-1281 b,Kepler-1281,1,Transit,2016.0,Space,Kepler,3.11602791,0.0415,1.64,0.146311,3.33,0.0105,0.0,5353.0,0.87,0.83,1090.0,15.997,295.3543571,48.5153932
Kepler-1282 b,Kepler-1282,1,Transit,2016.0,Space,Kepler,2.131946513,0.0335,1.55,0.13828174,3.02,0.00951,0.0,5504.0,0.92,0.89,1103.29,15.4921,290.1761688,46.6983036
Kepler-1283 b,Kepler-1283,1,Transit,2016.0,Space,Kepler,12.9460978,0.1062,1.91,0.17039879,4.31,0.0136,0.0,6175.0,1.16,1.25,2921.99,15.0697,295.4623336,40.7769335
Kepler-1284 b,Kepler-1284,1,Transit,2016.0,Space,Kepler,0.664073806,0.0143,1.21,0.10794897,1.92,0.00606,0.0,5123.0,0.84,0.79,882.324,15.6622,291.2789549,47.6875766
Kepler-1285 b,Kepler-1285,1,Transit,2016.0,Space,Kepler,14.7967458,0.12758,0.97,0.0865376,0.871,0.00274,0.0,6170.0,1.2,1.28,422.269,11.6497,281.8353366,44.1558825
Kepler-1286 b,Kepler-1286,1,Transit,2016.0,Space,Kepler,11.25402929,0.0991,2.15,0.19181015,5.27,0.0166,0.0,5753.0,1.0,0.98,1354.46,15.1425,280.2583709,43.8357433
Kepler-1287 b,Kepler-1287,1,Transit,2016.0,Space,Kepler,11.47685909,0.0976,1.54,0.1373896,2.99,0.0094,0.0,5715.0,0.96,0.94,1003.26,15.0069,289.1346298,47.063018
Kepler-1288 b,Kepler-1288,1,Transit,2016.0,Space,Kepler,2.76122421,0.04135,1.12,0.09991971,1.46,0.00459,0.0,6132.0,1.2,1.29,814.078,13.1774,285.7135,41.6058799
Kepler-1289 b,Kepler-1289,1,Transit,2016.0,Space,Kepler,7.99019627,0.0785,1.52,0.13560532,2.92,0.0092,0.0,6080.0,1.1,1.17,1053.57,14.5992,296.388767,41.040509
Kepler-129 b,Kepler-129,3,Transit,2014.0,Space,Kepler,15.79,0.13,2.4,0.21411403,20.0,0.06292704,0.01,5770.0,1.178,1.653,408.845,11.6437,285.3111845,47.8484775
Kepler-129 c,Kepler-129,3,Transit,2014.0,Space,Kepler,82.2,0.39,2.52,0.22481973,43.0,0.13529313,0.2,5770.0,1.178,1.653,408.845,11.6437,285.3111845,47.8484775
Kepler-129 d,Kepler-129,3,Radial velocity,2021.0,Ground,W. M. Keck Observatory,2646.0,4.0,12.6,1.12,2637.9757781,8.3,0.15,5770.0,1.178,1.653,408.845,11.6437,285.3111845,47.8484775
Kepler-1290 b,Kepler-1290,1,Transit,2016.0,Space,Kepler,4.69500134,0.0557,1.42,0.12668391,2.6,0.00819,0.0,5660.0,0.95,0.93,1593.7,15.6906,290.6852287,43.8596155
Kepler-1291 b,Kepler-1291,1,Transit,2016.0,Space,Kepler,8.63043276,0.0779,1.66,0.14809528,3.39,0.0107,0.0,5216.0,0.84,0.8,897.352,15.8826,289.3770051,40.0010791
Kepler-1292 b,Kepler-1292,1,Transit,2016.0,Space,Kepler,3.27646405,0.0443,1.82,0.16236952,3.97,0.0125,0.0,5556.0,0.95,0.93,1493.43,15.9483,284.9057222,43.9491434
Kepler-1293 b,Kepler-1293,1,Transit,2016.0,Space,Kepler,5.57654784,0.06763,0.97,0.0865376,0.871,0.00274,0.0,6241.0,1.18,1.28,1028.16,13.3004,290.0258783,48.3359227
Kepler-1294 b,Kepler-1294,1,Transit,2016.0,Space,Kepler,115.6862258,0.4684,3.19,0.28459274,10.3,0.0324,0.0,5776.0,0.99,0.97,1855.7,15.1501,291.2681037,44.4881624
Kepler-1295 b,Kepler-1295,1,Transit,2016.0,Space,Kepler,3.81371974,0.0464,1.55,0.13828174,3.02,0.00951,0.0,5486.0,0.92,0.89,1174.46,15.9075,291.3978451,45.588553
Kepler-1296 b,Kepler-1296,1,Transit,2016.0,Space,Kepler,8.3839865,0.0896,0.91,0.08118476,0.693,0.00218,0.0,5359.0,0.87,0.83,1551.54,14.6267,292.1251038,41.4077928
Kepler-1297 b,Kepler-1297,1,Transit,2016.0,Space,Kepler,1.68189002,0.0283,0.97,0.0865376,0.871,0.00274,0.0,5818.0,0.99,0.99,1439.47,14.7821,289.9564415,47.0203466
Kepler-1298 b,Kepler-1298,1,Transit,2016.0,Space,Kepler,7.12811928,0.0814,1.31,0.11687037,2.27,0.00714,0.0,6339.0,1.45,2.0,544.163,11.3125,284.4227535,49.1061907
Kepler-1299 b,Kepler-1299,1,Transit,2016.0,Space,Kepler,19.9400874,0.1357,2.98,0.26585779,9.17,0.0288,0.0,5609.0,0.94,0.91,1404.94,15.9003,286.1501263,37.4113438
Kepler-130 b,Kepler-130,3,Transit,2014.0,Space,Kepler,8.457458,0.079,1.02,0.091,1.04,0.00328,0.15,5884.0,0.927,1.127,316.663,11.8253,288.4505905,40.2452006
Kepler-130 c,Kepler-130,3,Transit,2014.0,Space,Kepler,27.50868,0.178,2.9,0.259,8.75,0.0275,0.0,5879.0,1.0,1.17,316.663,11.8253,288.4505905,40.2452006
Kepler-130 d,Kepler-130,3,Transit,2014.0,Space,Kepler,87.517905,0.377,1.64,0.146,3.33,0.0105,0.8,5884.0,0.927,1.127,316.663,11.8253,288.4505905,40.2452006
Kepler-1300 b,Kepler-1300,1,Transit,2016.0,Space,Kepler,22.2419092,0.16005,1.37,0.12222321,2.45,0.00771,0.0,6130.0,1.29,1.79,777.025,12.7678,289.0330532,40.0869182
Kepler-1301 b,Kepler-1301,1,Transit,2016.0,Space,Kepler,9.08237046,0.0815,1.4,0.12489963,2.54,0.008,0.0,5188.0,0.85,0.81,854.28,15.3734,286.6041816,42.4403309
Kepler-1302 b,Kepler-1302,1,Transit,2016.0,Space,Kepler,8.83922659,0.0795,1.43,0.12757605,2.63,0.00829,0.0,5236.0,0.86,0.82,634.58,15.0387,290.9892462,50.308064
Kepler-1303 b,Kepler-1303,1,Transit,2016.0,Space,Kepler,7.56127224,0.0751,1.42,0.12668391,2.6,0.00819,0.0,5771.0,1.01,1.0,897.783,14.6164,284.287147,42.3555784
Kepler-1304 b,Kepler-1304,1,Transit,2016.0,Space,Kepler,16.1288853,0.1202,2.29,0.20430012,5.86,0.0184,0.0,5259.0,0.85,0.81,2176.08,15.0446,285.2763652,39.4468274
Kepler-1305 b,Kepler-1305,1,Transit,2016.0,Space,Kepler,13.5630972,0.1109,1.88,0.16772237,4.19,0.0132,0.0,5701.0,0.97,0.96,1575.23,15.7145,297.3394624,46.3472165
Kepler-1306 b,Kepler-1306,1,Transit,2016.0,Space,Kepler,16.29595382,0.123,1.91,0.17039879,4.31,0.0136,0.0,5727.0,0.98,0.97,1107.5,15.212,294.4783627,46.9458638
Kepler-1307 b,Kepler-1307,1,Transit,2016.0,Space,Kepler,18.01621096,0.1369,2.47,0.22035864,6.66,0.021,0.0,5884.0,1.06,1.08,1014.62,15.3803,292.8698348,46.7418679
Kepler-1308 b,Kepler-1308,1,Transit,2016.0,Space,Kepler,2.104338119,0.025,0.52,0.04639129,0.0933,0.000293,0.0,3468.0,0.35,0.34,112.705,14.4744,285.9287514,38.5207097
Kepler-1309 b,Kepler-1309,1,Transit,2016.0,Space,Kepler,28.8432647,0.1679,2.37,0.21143724,6.21,0.0195,0.0,5235.0,0.85,0.8,845.0,16.1875,298.7351131,40.7641262
Kepler-131 b,Kepler-131,2,Transit,2014.0,Space,Kepler,16.092,0.12789,2.41,0.215,16.13,0.051,0.0,5685.0,1.02,1.03,228.678,11.4904,288.5308924,40.942373
Kepler-131 c,Kepler-131,2,Transit,2014.0,Space,Kepler,25.5169,0.17391,0.84,0.075,8.25,0.026,0.0,5685.0,1.02,1.03,228.678,11.4904,288.5308924,40.942373
Kepler-1310 b,Kepler-1310,1,Transit,2016.0,Space,Kepler,0.679336272,0.01452,1.44,0.1284682,2.67,0.00839,0.0,5549.0,0.91,0.88,569.185,14.1223,283.9200236,40.7400419
Kepler-1311 b,Kepler-1311,3,Transit,2016.0,Space,Kepler,11.1726994,0.10082,1.24,0.11062539,2.07,0.00651,0.0,5748.0,1.05,1.4,866.331,13.3176,289.6512597,43.8244445
Kepler-1311 c,Kepler-1311,3,Transit,2016.0,Space,Kepler,2.53573424,0.03753,1.22,0.10884111,1.98,0.00624,0.0,5748.0,1.05,1.4,866.331,13.3176,289.6512597,43.8244445
Kepler-1311 d,Kepler-1311,3,Transit,2021.0,Space,Kepler,197.5110016,0.68434,9.65837605,0.86166408,67.5,0.212,0.0,5616.0,1.032,1.674,866.331,13.3176,289.6512597,43.8244445
Kepler-1312 b,Kepler-1312,2,Transit,2016.0,Space,Kepler,5.448325286,0.06053,2.1,0.18734945,5.06,0.0159,0.0,5719.0,0.99,0.92,299.104,12.3778,292.9712801,41.0357494
Kepler-1312 c,Kepler-1312,2,Transit,2021.0,Space,Kepler,1.116119981,0.02103,1.02732734,0.09165216,1.07,0.00337,0.0,5721.0,0.983,0.905,299.104,12.3778,292.9712801,41.0357494
Kepler-1313 b,Kepler-1313,1,Transit,2016.0,Space,Kepler,3.833091178,0.04619,1.76,0.15701668,3.75,0.0118,0.0,5453.0,0.92,0.85,174.234,11.7892,292.388582,42.2332767
Kepler-1314 b,Kepler-1314,1,Transit,2016.0,Space,Kepler,5.424749281,0.0504,5.11,0.45588366,22.9,0.072,0.0,4188.0,0.6,0.59,141.98685057,17.1206,294.2373599,45.1968274
Kepler-1315 b,Kepler-1315,2,Transit,2016.0,Space,Kepler,0.84338011,0.01617,1.38,0.12311535,2.48,0.0078,0.0,4861.0,0.8,0.75,480.869,14.9517,295.8215678,46.0530562
Kepler-1315 c,Kepler-1315,2,Transit,2021.0,Space,Kepler,6.566060066,0.0635,1.84398883,0.16450995,4.06,0.0128,0.0,4818.0,0.809,0.856,480.869,14.9517,295.8215678,46.0530562
Kepler-1316 b,Kepler-1316,1,Transit,2016.0,Space,Kepler,87.9732136,0.39765,3.54,0.31581765,12.3,0.0386,0.0,5884.0,1.04,1.12,800.871,13.9509,298.8358277,40.2930714
Kepler-1317 b,Kepler-1317,1,Transit,2016.0,Space,Kepler,0.568874427,0.0128,1.56,0.13917388,3.05,0.00961,0.0,5144.0,0.83,0.79,728.303,15.2339,291.6118842,42.1159787
Kepler-1318 b,Kepler-1318,1,Transit,2016.0,Space,Kepler,213.257663,0.6085,3.11,0.27745562,9.85,0.031,0.0,4598.0,0.73,0.7,475.248,15.2424,290.3763246,41.1507928
Kepler-1319 b,Kepler-1319,1,Transit,2016.0,Space,Kepler,2.886762645,0.0296,1.34,0.11954679,2.36,0.00742,0.33,3655.0,0.56,0.54,103.917,14.2218,290.9564463,49.3667933
Kepler-132 b,Kepler-132,4,Transit,2014.0,Space,Kepler,6.178196,0.067,1.21,0.108,1.92,0.00606,0.0,6003.0,0.929,1.178,349.549,,283.23581,41.343037
Kepler-132 c,Kepler-132,4,Transit,2014.0,Space,Kepler,6.414914,0.068,1.28,0.114,2.18,0.00687,0.0,6003.0,0.929,1.178,349.549,,283.23581,41.343037
Kepler-132 d,Kepler-132,4,Transit,2014.0,Space,Kepler,18.010199,0.136,1.55,0.138,3.02,0.00951,0.0,6003.0,0.929,1.178,349.549,,283.23581,41.343037
Kepler-132 e,Kepler-132,4,Transit,2016.0,Space,Kepler,110.2869374,0.43927,1.18,0.10527255,1.76,0.00553,0.0,6023.0,1.03,1.1,349.549,,283.23581,41.343037
Kepler-1320 b,Kepler-1320,1,Transit,2016.0,Space,Kepler,0.868386528,0.0163,1.7,0.15166384,3.53,0.0111,0.0,4817.0,0.8,0.74,647.424,15.9045,288.4335977,40.3808519
Kepler-1321 b,Kepler-1321,3,Transit,2016.0,Space,Kepler,11.12830484,0.0781,4.92,0.438933,21.5,0.0676,0.0,4094.0,0.54,0.53,769.146,16.9282,294.528597,46.6408737
Kepler-1321 c,Kepler-1321,3,Transit,2016.0,Space,Kepler,2.226491086,0.0267,2.4,0.21411366,6.35,0.02,0.0,4094.0,0.54,0.53,769.146,16.9282,294.528597,46.6408737
Kepler-1321 d,Kepler-1321,3,Transit,2021.0,Space,Kepler,5.720920086,0.0501,2.62843782,0.23449392,7.41,0.0233,0.0,3640.0,0.513,0.503,769.146,16.9282,294.528597,46.6408737
Kepler-1322 b,Kepler-1322,2,Transit,2016.0,Space,Kepler,0.962867382,0.0183,1.61,0.14363458,3.22,0.0101,0.0,5488.0,0.9,0.87,1350.32,15.7753,293.2045009,45.4353919
Kepler-1322 c,Kepler-1322,2,Transit,2021.0,Space,Kepler,6.459980011,0.0652,2.15492527,0.19224989,5.29,0.0166,0.0,5704.0,0.897,0.804,1350.32,15.7753,293.2045009,45.4353919
Kepler-1323 b,Kepler-1323,1,Transit,2016.0,Space,Kepler,0.929906678,0.01911,1.52,0.13560532,2.92,0.0092,0.0,6169.0,1.18,1.4,465.417,12.344,292.8722515,46.098729
Kepler-1324 b,Kepler-1324,1,Transit,2016.0,Space,Kepler,4.115844679,0.0466,1.51,0.13471318,2.89,0.00909,0.0,4776.0,0.78,0.73,481.667,15.1336,291.1849503,40.3112023
Kepler-1325 b,Kepler-1325,1,Transit,2016.0,Space,Kepler,33.8786838,0.2004,2.86,0.25515211,8.55,0.0269,0.0,5550.0,0.93,0.91,973.368,15.1289,285.0171505,42.085312
Kepler-1326 b,Kepler-1326,1,Transit,2016.0,Space,Kepler,42.3514267,0.2743,4.18,0.37291462,16.3,0.0512,0.0,6725.0,1.45,1.74,698.326,12.7411,296.222199,39.268942
Kepler-1327 b,Kepler-1327,1,Transit,2016.0,Space,Kepler,14.88801098,0.11151,1.8,0.16058524,3.89,0.0123,0.0,5885.0,1.02,1.03,678.069,13.8837,289.0648073,50.4609183
Kepler-1328 b,Kepler-1328,1,Transit,2016.0,Space,Kepler,4.52158888,0.052,0.98,0.08742974,0.904,0.00284,0.0,5780.0,1.0,0.99,813.543,13.8033,284.6753857,44.4177225
Kepler-1329 b,Kepler-1329,1,Transit,2016.0,Space,Kepler,9.33646594,0.0747,2.17,0.19359443,5.35,0.0168,0.0,4500.0,0.72,0.69,588.037,15.8498,281.6476437,48.2709523
Kepler-133 b,Kepler-133,2,Transit,2014.0,Space,Kepler,8.129976,0.083,1.76,0.157,3.75,0.0118,0.0,5736.0,1.02,1.425,653.6,12.8415,297.2778906,48.3203542
Kepler-133 c,Kepler-133,2,Transit,2014.0,Space,Kepler,31.517586,0.204,2.84,0.253,8.45,0.0266,0.0,5736.0,1.02,1.425,653.6,12.8415,297.2778906,48.3203542
Kepler-1330 b,Kepler-1330,1,Transit,2016.0,Space,Kepler,10.10769068,0.0889,1.65,0.14720314,3.36,0.0106,0.0,5608.0,0.97,0.94,1720.48,14.9451,290.5767116,39.9568913
Kepler-1331 b,Kepler-1331,1,Transit,2016.0,Space,Kepler,0.789161653,0.0142,1.05,0.09367473,1.16,0.00364,0.0,4508.0,0.72,0.69,319.197,15.0318,297.0737928,41.2244613
Kepler-1332 b,Kepler-1332,1,Transit,2016.0,Space,Kepler,11.87456832,0.09915,1.37,0.12222321,2.45,0.00771,0.0,5581.0,0.95,0.9,528.685,13.795,291.0286411,43.9137055
Kepler-1333 b,Kepler-1333,1,Transit,2016.0,Space,Kepler,109.6471842,0.4382,2.81,0.25069141,8.3,0.0261,0.0,5628.0,0.94,0.92,932.446,15.1714,293.5275797,41.111394
Kepler-1334 b,Kepler-1334,1,Transit,2016.0,Space,Kepler,15.64591713,0.1229,2.29,0.20430012,5.86,0.0184,0.0,5614.0,0.94,0.91,1223.04,15.171,289.311532,51.3209059
Kepler-1335 b,Kepler-1335,1,Transit,2016.0,Space,Kepler,6.26406846,0.0615,1.45,0.12936034,2.7,0.00849,0.0,4903.0,0.77,0.74,621.853,15.3037,284.8384394,42.0703371
Kepler-1336 b,Kepler-1336,2,Transit,2016.0,Space,Kepler,23.198681,0.15845,1.98,0.17664377,4.58,0.0144,0.0,5512.0,0.94,1.3,1126.64,14.0381,296.2776587,46.8998006
Kepler-1336 c,Kepler-1336,2,Transit,2016.0,Space,Kepler,5.77721211,0.06272,1.71,0.15255598,3.57,0.0112,0.0,5512.0,0.94,1.3,1126.64,14.0381,296.2776587,46.8998006
Kepler-1337 b,Kepler-1337,1,Transit,2016.0,Space,Kepler,24.4002549,0.1441,2.41,0.2150058,6.39,0.0201,0.0,4523.0,0.7,0.67,601.629,15.8169,287.0091176,46.7961229
Kepler-1338 b,Kepler-1338,1,Transit,2016.0,Space,Kepler,0.935118057,0.01937,0.92,0.0820769,0.721,0.00227,0.0,5909.0,1.04,1.05,753.26,13.5742,284.0422701,41.6990348
Kepler-1339 b,Kepler-1339,1,Transit,2016.0,Space,Kepler,1.341555127,0.02356,0.71,0.06334196,0.285,0.000896,0.0,5586.0,0.94,0.93,371.049,12.1235,283.7457695,48.373469
Kepler-134 b,Kepler-134,2,Transit,2014.0,Space,Kepler,5.317429,0.06,2.0,0.178,4.66,0.0147,0.0,5983.0,0.956,1.176,334.797,12.2219,284.7391156,49.5984448
Kepler-134 c,Kepler-134,2,Transit,2014.0,Space,Kepler,10.105785,0.092,1.26,0.112,2.13,0.00669,0.0,5983.0,0.956,1.176,334.797,12.2219,284.7391156,49.5984448
Kepler-1340 b,Kepler-1340,1,Transit,2016.0,Space,Kepler,0.665026916,0.01523,1.55,0.13828174,3.02,0.00951,0.0,6331.0,1.27,1.42,981.779,14.7546,296.2328099,42.4727965
Kepler-1341 b,Kepler-1341,1,Transit,2016.0,Space,Kepler,132.9968322,0.47267,2.99,0.26674993,9.22,0.029,0.0,4662.0,0.79,0.72,476.957,15.0181,280.5116813,44.1593503
Kepler-1342 b,Kepler-1342,1,Transit,2016.0,Space,Kepler,2.215710358,0.0313,1.66,0.14809528,3.39,0.0107,0.0,5527.0,0.93,0.9,890.724,15.3835,297.0200549,43.4325382
Kepler-1343 b,Kepler-1343,1,Transit,2016.0,Space,Kepler,3.35183158,0.0449,1.93,0.17218307,4.38,0.0138,0.0,5759.0,0.95,0.93,1756.71,15.5297,294.294483,50.725385
Kepler-1344 b,Kepler-1344,1,Transit,2016.0,Space,Kepler,4.7683049,0.05501,1.84,0.1641538,4.04,0.0127,0.0,5981.0,1.09,1.13,853.959,14.0269,287.0862799,46.9457998
Kepler-1345 b,Kepler-1345,1,Transit,2016.0,Space,Kepler,44.6169557,0.26412,2.36,0.2105451,6.17,0.0194,0.0,6449.0,1.32,1.55,1355.02,13.705,292.4779428,46.022821
Kepler-1346 b,Kepler-1346,1,Transit,2016.0,Space,Kepler,3.40165668,0.044,1.58,0.14095816,3.12,0.00982,0.0,6133.0,1.14,1.21,843.701,14.462,291.841341,45.179185
Kepler-1347 b,Kepler-1347,1,Transit,2016.0,Space,Kepler,14.00947528,0.104,1.03,0.09189045,1.08,0.0034,0.0,5193.0,0.82,0.79,321.0,13.4122,299.6595903,40.8438526
Kepler-1348 b,Kepler-1348,1,Transit,2016.0,Space,Kepler,27.5722742,0.1834,1.94,0.17307521,4.42,0.0139,0.0,5911.0,1.04,1.04,1213.82,14.6789,292.0874126,49.788709
Kepler-1349 b,Kepler-1349,1,Transit,2016.0,Space,Kepler,2.12823928,0.03421,0.7,0.06244982,0.271,0.000852,0.0,6086.0,1.16,1.28,276.323,11.0821,286.3385562,48.7442697
Kepler-135 b,Kepler-135,2,Transit,2014.0,Space,Kepler,6.00253,0.067,1.81,0.161,3.93,0.0124,0.0,6090.0,1.047,1.275,621.855,12.6789,290.4950939,38.7954956
Kepler-135 c,Kepler-135,2,Transit,2014.0,Space,Kepler,11.448708,0.103,1.16,0.103,1.65,0.00521,0.0,6090.0,1.047,1.275,621.855,12.6789,290.4950939,38.7954956
Kepler-1350 b,Kepler-1350,2,Transit,2016.0,Space,Kepler,4.4968604,0.0413,2.52,0.22481934,6.9,0.0217,0.0,3827.0,0.55,0.53,340.691,16.2331,288.250611,46.6794847
Kepler-1350 c,Kepler-1350,2,Transit,2016.0,Space,Kepler,1.766789062,0.0222,1.73,0.15434026,3.64,0.0115,0.0,3827.0,0.55,0.53,340.691,16.2331,288.250611,46.6794847
Kepler-1351 b,Kepler-1351,1,Transit,2016.0,Space,Kepler,0.916140768,0.0156,0.65,0.05798912,0.208,0.000653,0.0,4439.0,0.7,0.67,202.782,14.0866,293.6084289,42.1978746
Kepler-1352 b,Kepler-1352,1,Transit,2016.0,Space,Kepler,1.877882748,0.02883,0.89,0.07940048,0.64,0.00201,0.0,6118.0,1.11,1.16,670.829,13.2495,290.6937988,48.7014417
Kepler-1353 b,Kepler-1353,1,Transit,2016.0,Space,Kepler,24.7543966,0.153,1.8,0.16058524,3.89,0.0123,0.0,4776.0,0.76,0.72,593.384,15.5059,295.7353911,42.5762317
Kepler-1354 b,Kepler-1354,1,Transit,2016.0,Space,Kepler,76.613377,0.3521,2.97,0.26496565,9.11,0.0287,0.0,6168.0,1.16,1.24,1119.45,14.3687,291.2451266,37.7590079
